trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
100,False,"{'a': 0.01, 'e': 0.5403023058681398}",20,7,-93.59648659622995,"{0: 7, 1: 3, 2: 1, 3: 0, 4: 2}",1
101,False,"{'a': 0.01, 'e': 0.5318607213743555}",25,7,-15.505839526042775,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
102,False,"{'a': 0.01, 'e': 0.5233659512516496}",30,0,-99.58103943323599,"{0: 22, 1: 0, 2: 5, 3: 2, 4: 1}",0
103,False,"{'a': 0.01, 'e': 0.5148188449699553}",30,0,-147.3654161096452,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 3}",0
104,False,"{'a': 0.01, 'e': 0.5062202572327784}",20,9,-41.12146351982858,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
105,False,"{'a': 0.01, 'e': 0.497571047891727}",20,0,-43.185250764771084,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
106,False,"{'a': 0.01, 'e': 0.48887208186052755}",25,2,-4.775165722012552,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
107,False,"{'a': 0.01, 'e': 0.48012422902853413}",25,19,10.43240441547779,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.01, 'e': 0.47132836417373997}",20,4,1.1483321155320882,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
109,False,"{'a': 0.01, 'e': 0.4624853668753008}",25,13,0.3740285370317,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.4535961214255773}",20,0,8.530747917992265,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
111,False,"{'a': 0.01, 'e': 0.44466151674170673}",20,3,28.201795718672773,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.01, 'e': 0.43568244627671204}",25,10,-5.483305891864051,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
113,False,"{'a': 0.01, 'e': 0.42665980793015723}",25,6,-23.281500834561076,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
114,False,"{'a': 0.01, 'e': 0.41759450395835795}",30,16,23.546521844383573,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.01, 'e': 0.40848744088415717}",30,13,0.050523318602165856,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.01, 'e': 0.3993395294062732}",20,0,3.819927615981749,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
117,False,"{'a': 0.01, 'e': 0.3901516843082303}",20,2,-15.607136722058286,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
118,False,"{'a': 0.01, 'e': 0.3809248243668818}",30,16,-11.078747239428889,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
119,False,"{'a': 0.01, 'e': 0.371659872260533}",30,8,-83.5286513396637,"{0: 16, 1: 1, 2: 2, 3: 2, 4: 1}",1
120,False,"{'a': 0.01, 'e': 0.3623577544766736}",20,12,5.756821070414445,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.01, 'e': 0.35301940121933034}",25,12,14.770147022620968,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.34364574631604705}",20,12,16.131581911190207,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.01, 'e': 0.3342377271245026}",30,18,-1.2237212740010124,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
124,False,"{'a': 0.01, 'e': 0.32479628443877623}",20,4,0.23571443343945897,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
125,False,"{'a': 0.01, 'e': 0.3153223623952687}",20,0,13.249546807890178,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
126,False,"{'a': 0.01, 'e': 0.3058169083782893}",30,9,-15.138485744916675,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 0}",1
127,False,"{'a': 0.01, 'e': 0.2962808729253187}",20,13,12.856495823013296,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.01, 'e': 0.28671520963195546}",20,0,-35.21286901251007,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
129,False,"{'a': 0.01, 'e': 0.2771208750565576}",20,15,-3.998810264132393,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.01, 'e': 0.26749882862458735}",20,10,-24.299655036646445,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
131,False,"{'a': 0.01, 'e': 0.2578500325326696}",20,7,-3.656768112563129,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
132,False,"{'a': 0.01, 'e': 0.2481754516523729}",20,12,16.06746444915453,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.01, 'e': 0.23847605343372313}",30,20,12.285295753036737,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.22875280780845939}",25,11,22.904210744114025,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.2190066870930415}",25,10,18.82494658335407,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.01, 'e': 0.20923866589141926}",20,14,9.722433740536701,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.01, 'e': 0.19944972099757285}",25,10,14.191522051203727,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.01, 'e': 0.18964083129783424}",25,0,11.098974811040943,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
139,False,"{'a': 0.01, 'e': 0.17981297767299934}",20,5,4.265914563319172,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.16996714290024081}",20,0,30.71859367624705,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
141,False,"{'a': 0.01, 'e': 0.16010431155483126}",25,14,13.159665223137424,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.15022546991168584}",20,11,3.2680454167019932,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.01, 'e': 0.1403316058467367}",25,7,21.06798773856405,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.01, 'e': 0.13042370873814554}",30,20,20.279613608845217,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.01, 'e': 0.1205027693673666}",30,22,3.9152159421735093,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.01, 'e': 0.11056977982006957}",25,3,33.34735690173454,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.10062573338693172}",25,15,4.31395446337745,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.01, 'e': 0.09067162446430967}",20,9,2.6570604493267007,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.01, 'e': 0.08070844845480062}",20,12,14.396538531693269,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.01, 'e': 0.0707372016677029}",20,13,13.969703082449612,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.0607588812193859}",20,7,6.819726291802563,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.01, 'e': 0.05077448493357918}",25,15,18.92239628335644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.040785011241591035}",25,8,34.69718681878881,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.030791459082466124}",30,13,32.651687372509755,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.01, 'e': 0.02079482780309243}",25,13,27.31946383390414,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.01, 'e': 0.010796117058267392}",20,14,12.804212748914848,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.01, 'e': 0.0007963267107332633}",30,19,24.643761527555494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,12,14.272772036348583,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,14,22.162534413560756,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,7,29.60613095608545,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,3,34.45311232564401,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",35,23,21.422752798237582,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",35,18,30.90586607712411,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,7,33.12959974326989,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,14,8.738778280770742,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,10,18.972700140956487,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,14,10.10148368941574,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",20,3,27.792088464716926,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",20,13,14.367262041600354,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
